工况,实际预紧力_kN,P1_锚杆屈服上限_kN,P2_锚固上限_kN,P3_压陷上限_kN,主控约束,主控失效模式,最小安全系数,最小裕度_kN,最大允许力矩_Nm,是否安全,扰动幅度,扰动幅度百分比,样本编号,固定Topt_Nm,扰动_yield_load,扰动_hole_diameter,扰动_bond_length,扰动_elastic_modulus,扰动_poisson_ratio,扰动_tray_side,扰动_max_indent_depth,扰动_influence_depth,扰动_torque_conversion
工况 A：岩层锚杆,149.92147156467195,155.97610561999056,356.61696976829234,456.93027425777217,P1,锚杆屈服,1.0403853697014094,6.0546340553186155,604.4555767135613,True,0.1,10.0,1753,580.9920000000001,-0.0824934963529967,-0.03636955435887519,0.0945956195894278,0.014508841722689514,-0.0021195144306510594,0.05798202767284491,0.04493564227610597,0.03845918658176928,-0.09285842394274119
工况 A：岩层锚杆,148.2041733635821,154.25411927997988,340.8308932482376,447.167388925668,P1,锚杆屈服,1.0408216973860496,6.049945916397775,604.7090796077157,True,0.1,10.0,1905,580.9920000000001,-0.09262282776482432,0.05915169045362528,-0.05615313115964265,0.025296376858463143,0.0338718756154828,0.02564978700130688,0.009424993797899586,-0.021612879060801185,-0.08234702901140428
工况 A：岩层锚杆,147.27031954292727,153.33223788424695,355.0111409630998,498.0065491909939,P1,锚杆屈服,1.0411618468686266,6.061918341319682,604.9067037358972,True,0.1,10.0,1808,580.9920000000001,-0.09804565950442977,0.03556064609259385,-0.04671212987916873,0.09607400789902412,-0.07008330076709518,0.08113174322497987,-0.04260345053488579,-0.023627743205209814,-0.07652811223541978
工况 A：岩层锚杆,150.63867948180138,156.84921309744726,304.10427657560564,439.27418826299214,P1,锚杆屈服,1.041228014192704,6.210533615645886,604.9451464218475,True,0.1,10.0,218,580.9920000000001,-0.07735757001501611,-0.04425707697366437,0.0311637485190788,-0.0973701892047852,0.0885953441558058,0.08220064458841017,-0.05279523890543907,-0.07682465223975415,-0.09717742834814125
工况 A：岩层锚杆,150.66536407127805,157.04558207091446,335.4471506826743,401.8271860967842,P1,锚杆屈服,1.0423469457560133,6.380217999636415,605.5952367086777,True,0.1,10.0,3342,580.9920000000001,-0.07620245840638551,-0.0709695093784199,0.0152406967551066,0.08104181744468283,0.08609442553341179,0.03296753434256583,-0.08658519579915509,0.061538929174635354,-0.09733732873296633
工况 A：岩层锚杆,150.95773460505703,157.37513028171313,347.21665377509254,450.0283577674248,P1,锚杆屈服,1.0425112081434291,6.417395676656099,605.6906718416672,True,0.1,10.0,4641,580.9920000000001,-0.07426393951933466,-0.0443796584254091,0.017946493699468394,0.0859073869931326,-0.05371152487583941,0.01860438325133093,-0.031888356888843686,-0.03720631753986006,-0.09908557944506904
工况 A：岩层锚杆,149.24810696080485,155.64682572955624,368.9463608442828,466.4295552801091,P1,锚杆屈服,1.0428730313506207,6.398718768751394,605.9008882304599,True,0.1,10.0,4658,580.9920000000001,-0.08443043688496331,-0.06418765164502135,0.09471592129784703,0.09805430767694046,-0.07494499991680492,0.02625555214561978,-0.0602837948555173,-0.07690090028586523,-0.08876566162600669
工况 A：岩层锚杆,148.09083066878324,154.49575321381178,369.18067042865977,555.0680030204686,P1,锚杆屈服,1.0432499602852094,6.4049225450285405,606.1198809260244,True,0.1,10.0,3972,580.9920000000001,-0.09120145168346012,0.054405680398900036,-0.017022203194630964,0.08309891676037004,-0.06270337068822429,0.08006683157580918,0.0154005677667379,-0.08289791115617065,-0.08164469477401562
工况 A：岩层锚杆,146.66014745825885,153.0126271653742,368.9129069409477,418.22984272553316,P1,锚杆屈服,1.0433142869225829,6.35247970711535,606.1572541877255,True,0.1,10.0,3201,580.9920000000001,-0.09992572255662241,0.04288633975346445,0.022959284958000703,0.04371969287976535,-0.09361044779390489,0.020868321151745264,-0.033328732419556986,-0.006173159215161331,-0.0726860544122448
工况 A：岩层锚杆,149.323549968769,155.92844528531052,339.42269925924205,418.48607831703885,P1,锚杆屈服,1.0442321075136705,6.60489531654153,606.6905006085825,True,0.1,10.0,3650,580.9920000000001,-0.08277385126287935,0.07830746336806729,-0.08383611079176856,0.0352882410315212,-0.03821771527683524,-0.05776640282875161,0.09094708034171686,-0.04633514801883814,-0.0892260462033992
工况 A：岩层锚杆,146.8038979212891,153.35169958357906,365.7940836503383,397.8890020904836,P1,锚杆屈服,1.0446023692490827,6.54780166228997,606.905619714763,True,0.1,10.0,3548,580.9920000000001,-0.09793117892012314,0.09151136646808622,-0.04263297758825149,0.0598135948871342,-0.01538853901599549,-0.06150285973385761,0.09440662490833693,0.024917315651819177,-0.07359408077217233
工况 A：岩层锚杆,150.19714028881296,157.01554206733303,334.958109504203,512.449175126999,P1,锚杆屈服,1.0453963488612967,6.8184017785200695,607.3669155176226,True,0.1,10.0,4473,580.9920000000001,-0.07637916430980576,0.07997579059079793,-0.0788058683979218,0.009173160484196252,-0.0359232614743203,0.05060027262413347,0.09919843905268386,-0.04876463371501223,-0.09452337282529735
工况 A：岩层锚杆,148.90310222276304,155.6746294499078,312.7097832757747,462.49852501243925,P1,锚杆屈服,1.045476065481929,6.771527227144759,607.413230236477,True,0.1,10.0,2694,580.9920000000001,-0.08426688558877754,-0.019771624668212875,-0.0833772998654213,0.052180380474241866,0.016769607408150436,0.025900917986855843,-0.0017185429436956667,-0.041738616120984263,-0.08665435461149532
工况 A：岩层锚杆,148.85364160352606,155.66316081861035,318.6885702009726,323.65633005914106,P1,锚杆屈服,1.0457464066161146,6.809519215084293,607.5702962727097,True,0.1,10.0,248,580.9920000000001,-0.08433434812582136,-0.029880833950834004,0.06047145008485094,-0.09281488558746898,0.03489869446771482,-0.018229310194346107,-0.04001583154501867,0.042358190804973134,-0.08635087099690796
工况 A：岩层锚杆,169.27139542144272,136.51463345001898,419.3803431980234,324.4311705494424,P1,锚杆屈服,0.8064837718749365,-32.75676197142374,468.56061958916314,False,0.2,20.0,567,580.9920000000001,-0.19697274441165305,0.043341947252656526,0.1127470510089239,0.10218311679099207,0.10511092415725554,-0.1391801114279253,-0.055024354428750144,-0.0341926157969627,-0.1965565141033157
工况 A：岩层锚杆,169.36874039067231,137.1623240806943,310.62594172013604,275.9866424029898,P1,锚杆屈服,0.809844389019547,-32.20641630997801,470.51311126524473,False,0.2,20.0,1857,580.9920000000001,-0.19316279952532756,0.155611387647003,-0.16826625052253474,-0.042015425963823405,0.0323076014406293,-0.018591470435623897,-0.12416209395854289,0.17641088199941718,-0.19701829460207781
工况 A：岩层锚杆,166.45233749650504,136.2304405537507,354.0726223411973,543.5038835210016,P1,锚杆屈服,0.8184351304565555,-30.22189694275434,475.50426331421517,False,0.2,20.0,1494,580.9920000000001,-0.19864446733087823,0.15201114525836362,-0.15240883723863996,0.10743886520176604,0.0645055578155706,0.12262377492659238,-0.12137920323679806,-0.08941604242754844,-0.1829492932001896
工况 A：岩层锚杆,169.92081778628153,139.0947124179037,279.43856297349055,255.2041194877965,P1,锚杆屈服,0.8185854695735431,-30.826105368377824,475.591609138472,False,0.2,20.0,3442,580.9920000000001,-0.18179580930644879,0.0586464959644441,-0.08991814699724454,-0.16759563445681813,0.061891391966117204,-0.015312827226966863,-0.089884167188311,0.16120923626607941,-0.19962720417780436
工况 A：岩层锚杆,167.8365358144271,137.39204820340757,294.68877404370807,501.968859395422,P1,锚杆屈服,0.818606315583865,-30.444487611019525,475.60372050370097,False,0.2,20.0,4794,580.9920000000001,-0.19181148115642604,0.010106937299284052,-0.05574817549060973,-0.0958760130557773,-0.00861370676870954,0.19714927856755676,-0.07167918716125385,-0.04256443003643057,-0.18968775576748076
工况 A：岩层锚杆,168.68148079471544,138.6206844267987,362.0457192036463,527.3551877934958,P1,锚杆屈服,0.8217895869404859,-30.060796367916737,477.4531756957268,False,0.2,20.0,1566,580.9920000000001,-0.18458420925412536,0.19717258041279517,-0.15580236487043095,0.09081310101977802,0.1986243355945742,0.12697775018339147,-0.07564939785594427,0.0004744409036035735,-0.1937467031990824
